Resource Category,Resource Type,Name,Description,visible,verified,tags,metricName,metricNamespace,severity,windowSize,evaluationFrequency,timeAggregation,operator,threshold,criterionType,dimensions,alertSensitivity,failingPeriods,metricMeasureColumn,resouceIdColumn,autoMitigate,references
Storage,storageAccounts,blobServices - BlobCapacity,The amount of storage used by the storage account's Blob service in bytes.,TRUE,TRUE,"auto-generated, agc-1834",BlobCapacity,Microsoft.Storage/storageAccounts/blobServices,3,PT1H,PT1H,Average,GreaterThan,500000000000000.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/storage/blobs/monitor-blob-storage-reference#blob-storage
https://learn.microsoft.com/azure/storage/blobs/monitor-blob-storage-reference#dimensions-specific-to-blob-storage"
Storage,storageAccounts,blobServices - SuccessE2ELatency,"The average end-to-end latency of successful requests made to a storage service or the specified API operation, in milliseconds. This value includes the required processing time within Azure Storage to read the request, send the response, and receive acknowledgment of the response.",TRUE,FALSE,"auto-generated, agc-504, hpc, auto-generated, agc-496, rag",SuccessE2ELatency,Microsoft.Storage/storageAccounts/blobServices,3,PT5M,PT1M,Average,GreaterThan,1000.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/storage/blobs/storage-blob-scalable-app-verify-metrics
https://learn.microsoft.com/troubleshoot/azure/azure-storage/troubleshoot-storage-performance#metrics-show-high-successe2elatency-and-low-successserverlatency"
Storage,storageAccounts,blobServices - SuccessServerLatency,The average time used to process a successful request by Azure Storage. This value does not include the network latency specified in SuccessE2ELatency.,TRUE,FALSE,"auto-generated, agc-257, hpc, auto-generated, agc-297, rag",SuccessServerLatency,Microsoft.Storage/storageAccounts/blobServices,2,PT5M,PT1M,Average,GreaterThan,1000.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/troubleshoot/azure/azure-storage/troubleshoot-storage-performance
https://learn.microsoft.com/azure/storage/blobs/storage-blob-scalable-app-verify-metrics
https://learn.microsoft.com/azure/storage/blobs/monitor-blob-storage-reference#transaction-metrics"
Storage,storageAccounts,queueServices - QueueMessageCount,The number of unexpired queue messages in the storage account.,TRUE,FALSE,"auto-generated, agc-2080",QueueMessageCount,Microsoft.Storage/storageAccounts/queueServices,3,PT1H,PT5M,Average,GreaterThan,1000.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/storage/queues/queues-storage-monitoring-scenarios?tabs=azure-powershell
https://learn.microsoft.com/azure/storage/queues/monitor-queue-storage-reference#queue-storage-metrics
https://learn.microsoft.com/azure/azure-monitor/reference/supported-metrics/microsoft-storage-storageaccounts-queueservices-metrics"
Storage,storageAccounts,queueServices - QueueCapacity,The amount of Queue storage used by the storage account.,TRUE,FALSE,"auto-generated, agc-427",QueueCapacity,Microsoft.Storage/storageAccounts/queueServices,4,PT1H,PT5M,Average,GreaterThan,31457280.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/storage/queues/monitor-queue-storage-reference#queue-storage-metrics
https://learn.microsoft.com/azure/storage/queues/queues-storage-monitoring-scenarios?tabs=azure-powershell"
Storage,storageAccounts,fileServices - FileCapacity,The amount of File storage used by the storage account.,TRUE,FALSE,"auto-generated, agc-8269",FileCapacity,Microsoft.Storage/storageAccounts/fileServices,2,PT1H,PT15M,Average,GreaterThan,96636764160.0,StaticThresholdCriterion,,,,,,,https://learn.microsoft.com/azure/storage/files/storage-files-monitoring-scenarios#file-storage-metrics
Storage,storageAccounts,fileServices - Transactions,"The number of requests made to a storage service or the specified API operation. This number includes successful and failed requests, as well as requests which produced errors. Use ResponseType dimension for the number of different type of response.",TRUE,FALSE,"auto-generated, agc-1467, hpc, auto-generated, agc-1507, rag",Transactions,Microsoft.Storage/storageAccounts/fileServices,3,PT5M,PT1M,Total,GreaterThan,10.0,StaticThresholdCriterion,"[{""operator"": ""Include"", ""name"": ""ResponseType"", ""values"": [""Success""]}, {""operator"": ""include"", ""name"": ""authentication"", ""values"": [""anonymous""]}]",,,,,,"https://learn.microsoft.com/azure/storage/blobs/blob-storage-monitoring-scenarios#identify-storage-accounts-with-no-or-low-use
https://learn.microsoft.com/azure/storage/blobs/blob-storage-monitoring-scenarios#monitor-the-use-of-a-container
https://learn.microsoft.com/azure/storage/blobs/monitor-blob-storage-reference#transaction-metrics"
Storage,storageAccounts,fileServices - FileShareSnapshotCount,The number of snapshots present on the share in storage account's Files Service.,TRUE,FALSE,"auto-generated, agc-617",FileShareSnapshotCount,Microsoft.Storage/storageAccounts/fileServices,3,PT1H,PT15M,Average,GreaterThan,190.0,StaticThresholdCriterion,,,,,,,https://learn.microsoft.com/azure/storage/files/storage-files-monitoring-reference#azure-files
Storage,storageAccounts,fileServices - Availability,"The percentage of availability for the storage service or the specified API operation. Availability is calculated by taking the TotalBillableRequests value and dividing it by the number of applicable requests, including those that produced unexpected errors. All unexpected errors result in reduced availability for the storage service or the specified API operation.",TRUE,FALSE,"auto-generated, agc-585",Availability,Microsoft.Storage/storageAccounts/fileServices,3,PT5M,PT1M,Average,LessThanOrEqual,99.9,StaticThresholdCriterion,,,,,,,
Storage,storageAccounts,fileServices - FileShareCapacityQuota,The upper limit on the amount of storage that can be used by Azure Files Service in bytes.,TRUE,FALSE,"auto-generated, agc-578",FileShareCapacityQuota,Microsoft.Storage/storageAccounts/fileServices,4,PT1H,PT5M,Average,GreaterThan,5222680231936.0,StaticThresholdCriterion,,,,,,,
DBforMariaDB,servers,cpu_percent,CPU percent,TRUE,FALSE,"auto-generated, agc-746",cpu_percent,Microsoft.DBforMariaDB/servers,2,PT5M,PT1M,Average,GreaterThan,80.0,StaticThresholdCriterion,,,,,,,
DBforMariaDB,servers,storage_percent,Storage percent,TRUE,FALSE,"auto-generated, agc-420",storage_percent,Microsoft.DBforMariaDB/servers,2,PT5M,PT1M,Average,GreaterThan,80.0,StaticThresholdCriterion,,,,,,,
DBforMariaDB,servers,memory_percent,Memory percent,TRUE,FALSE,"auto-generated, agc-368",memory_percent,Microsoft.DBforMariaDB/servers,2,PT5M,PT1M,Average,GreaterThan,90.0,StaticThresholdCriterion,,,,,,,
DBforMariaDB,servers,io_consumption_percent,IO percent,TRUE,FALSE,"auto-generated, agc-356",io_consumption_percent,Microsoft.DBforMariaDB/servers,2,PT5M,PT1M,Average,GreaterThan,80.0,StaticThresholdCriterion,,,,,,,
Sql,servers,databases - connection_failed,Failed Connections,TRUE,FALSE,"auto-generated, agc-30217",connection_failed,Microsoft.Sql/servers/databases,3,PT5M,PT1M,Total,GreaterThan,5.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/azure-sql/database/monitoring-metrics-alerts?view=azuresql-db
https://learn.microsoft.com/azure/azure-sql/database/monitoring-sql-database-azure-monitor-reference?view=azuresql"
Sql,servers,databases - deadlock,Deadlocks. Not applicable to data warehouses.,TRUE,FALSE,"auto-generated, agc-25557",deadlock,Microsoft.Sql/servers/databases,3,PT5M,PT1M,Total,GreaterThan,1.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/azure-sql/database/monitoring-metrics-alerts?view=azuresql-db
https://learn.microsoft.com/azure/azure-sql/database/monitoring-sql-database-azure-monitor-reference?view=azuresql"
Sql,servers,databases - blocked_by_firewall,Blocked by Firewall,TRUE,FALSE,"auto-generated, agc-13737",blocked_by_firewall,Microsoft.Sql/servers/databases,2,PT5M,PT5M,Total,GreaterThan,5.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/azure-sql/database/monitoring-metrics-alerts?view=azuresql-db
https://learn.microsoft.com/azure/azure-sql/database/monitoring-sql-database-azure-monitor-reference?view=azuresql"
Sql,servers,databases - storage,Data space used. Not applicable to data warehouses.,TRUE,FALSE,"auto-generated, agc-5689",storage,Microsoft.Sql/servers/databases,3,PT5M,PT5M,Maximum,GreaterThan,934584883610.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/azure-sql/database/monitoring-metrics-alerts?view=azuresql-db
https://learn.microsoft.com/azure/azure-sql/database/monitoring-sql-database-azure-monitor-reference?view=azuresql"
Sql,servers,databases - connection_successful,Successful Connections,TRUE,FALSE,"auto-generated, agc-3978",connection_successful,Microsoft.Sql/servers/databases,4,PT5M,PT5M,Total,LessThan,,DynamicThresholdCriterion,,Low,"{""numberOfEvaluationPeriods"": 5, ""minFailingPeriodsToAlert"": 5}",,,,"https://learn.microsoft.com/azure/azure-sql/database/monitoring-metrics-alerts?view=azuresql-db
https://learn.microsoft.com/azure/azure-sql/database/monitoring-sql-database-azure-monitor-reference?view=azuresql"
Sql,servers,databases - connection_failed_user_error,Failed Connections : User Errors,TRUE,FALSE,"auto-generated, agc-2020",connection_failed_user_error,Microsoft.Sql/servers/databases,3,PT5M,PT1M,Total,GreaterThan,1.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/azure-sql/database/monitoring-metrics-alerts?view=azuresql-db
https://learn.microsoft.com/azure/azure-sql/database/monitoring-sql-database-azure-monitor-reference?view=azuresql"
Sql,servers,databases - dtu_used,DTU used. Applies to DTU-based databases.,TRUE,FALSE,"auto-generated, agc-1363",dtu_used,Microsoft.Sql/servers/databases,3,PT5M,PT5M,Average,GreaterThan,80.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/azure-sql/database/monitoring-metrics-alerts?view=azuresql-db
https://learn.microsoft.com/azure/azure-sql/database/monitoring-sql-database-azure-monitor-reference?view=azuresql"
Sql,servers,databases - sql_instance_memory_percent,Memory usage by the database engine instance. Not applicable to data warehouses and elastic pool databases.,TRUE,FALSE,"auto-generated, agc-839",sql_instance_memory_percent,Microsoft.Sql/servers/databases,3,PT5M,PT5M,Average,GreaterThan,90.0,StaticThresholdCriterion,,,,,,,
Sql,servers,databases - sessions_count,Number of active sessions. Not applicable to Synapse DW Analytics.,TRUE,FALSE,"auto-generated, agc-604",sessions_count,Microsoft.Sql/servers/databases,0,PT5M,PT5M,Average,LessThan,0.5,StaticThresholdCriterion,,,,,,,
Sql,servers,databases - dtu_limit,DTU Limit. Applies to DTU-based databases.,TRUE,FALSE,"auto-generated, agc-542",dtu_limit,Microsoft.Sql/servers/databases,2,PT5M,PT5M,Average,GreaterThan,100.0,StaticThresholdCriterion,,,,,,,
Sql,servers,databases - sql_instance_cpu_percent,CPU usage by all user and system workloads. Not applicable to data warehouses and elastic pool databases.,TRUE,FALSE,"auto-generated, agc-445",sql_instance_cpu_percent,Microsoft.Sql/servers/databases,3,PT15M,PT5M,Average,GreaterThan,70.0,StaticThresholdCriterion,,,,,,,
Sql,servers,databases - app_cpu_percent,App CPU percentage. Applies to serverless databases.,TRUE,FALSE,"auto-generated, agc-415",app_cpu_percent,Microsoft.Sql/servers/databases,2,PT5M,PT1M,Average,GreaterThan,80.0,StaticThresholdCriterion,,,,,,,
Sql,servers,databases - app_memory_percent,App memory percentage. Applies to serverless databases.,TRUE,FALSE,"auto-generated, agc-392",app_memory_percent,Microsoft.Sql/servers/databases,3,PT5M,PT1M,Average,GreaterThan,90.0,StaticThresholdCriterion,,,,,,,
Sql,servers,databases - cpu_used,CPU used. Applies to vCore-based databases.,TRUE,FALSE,"auto-generated, agc-355",cpu_used,Microsoft.Sql/servers/databases,3,PT5M,PT1M,Average,GreaterThan,80.0,StaticThresholdCriterion,,,,,,,
Sql,servers,databases - memory_usage_percent,Memory percentage. Applies only to data warehouses.,TRUE,FALSE,"auto-generated, agc-337",memory_usage_percent,Microsoft.Sql/servers/databases,2,PT5M,PT1M,Maximum,GreaterThan,90.0,StaticThresholdCriterion,,,,,,,
Sql,servers,databases - tempdb_data_size,Space used in tempdb data files in kilobytes. Not applicable to data warehouses and elastic pool databases.,TRUE,FALSE,"auto-generated, agc-290",tempdb_data_size,Microsoft.Sql/servers/databases,3,PT15M,PT5M,Maximum,GreaterThan,80.0,StaticThresholdCriterion,,,,,,,
Sql,servers,databases - dwu_consumption_percent,DWU percentage. Applies only to data warehouses.,TRUE,FALSE,"auto-generated, agc-253",dwu_consumption_percent,Microsoft.Sql/servers/databases,3,PT5M,PT1M,Maximum,GreaterThan,95.0,StaticThresholdCriterion,,,,,,,
Sql,servers,elasticpools - storage_percent,Data space used percent. Not applicable to hyperscale,TRUE,FALSE,"auto-generated, agc-5563",storage_percent,Microsoft.Sql/servers/elasticpools,3,PT5M,PT1M,Average,GreaterThan,90.0,StaticThresholdCriterion,,,,,,,
Sql,servers,elasticpools - cpu_percent,CPU percentage,TRUE,FALSE,"auto-generated, agc-5158",cpu_percent,Microsoft.Sql/servers/elasticpools,3,PT5M,PT1M,Average,GreaterThan,90.0,StaticThresholdCriterion,,,,,,,
Sql,servers,elasticpools - dtu_consumption_percent,DTU Percentage. Applies to DTU-based elastic pools.,TRUE,FALSE,"auto-generated, agc-3917",dtu_consumption_percent,Microsoft.Sql/servers/elasticpools,3,PT5M,PT1M,Average,GreaterThan,90.0,StaticThresholdCriterion,,,,,,,
Sql,servers,elasticpools - allocated_data_storage_percent,Data space allocated percent. Not applicable to hyperscale,TRUE,FALSE,"auto-generated, agc-2773",allocated_data_storage_percent,Microsoft.Sql/servers/elasticpools,2,PT5M,PT1M,Maximum,GreaterThan,90.0,StaticThresholdCriterion,,,,,,,
Sql,servers,elasticpools - physical_data_read_percent,Data IO percentage,TRUE,FALSE,"auto-generated, agc-2113",physical_data_read_percent,Microsoft.Sql/servers/elasticpools,3,PT5M,PT1M,Average,GreaterThan,90.0,StaticThresholdCriterion,,,,,,,
Sql,servers,elasticpools - log_write_percent,Log IO percentage,TRUE,FALSE,"auto-generated, agc-1483",log_write_percent,Microsoft.Sql/servers/elasticpools,3,PT5M,PT5M,Average,GreaterThan,90.0,StaticThresholdCriterion,,,,,,,
Sql,servers,elasticpools - workers_percent,Workers percentage,TRUE,FALSE,"auto-generated, agc-985",workers_percent,Microsoft.Sql/servers/elasticpools,3,PT5M,PT1M,Average,GreaterThan,90.0,StaticThresholdCriterion,,,,,,,
Sql,servers,elasticpools - sessions_percent,Sessions percentage,TRUE,FALSE,"auto-generated, agc-552",sessions_percent,Microsoft.Sql/servers/elasticpools,3,PT5M,PT1M,Average,GreaterThan,90.0,StaticThresholdCriterion,,,,,,,
Sql,servers,elasticpools - sqlserver_process_memory_percent,"Memory usage as a percentage of the SQL DB process. Applies to elastic pools. (This metric is equivalent to sql_instance_memory_percent, and will be removed in the future.)",TRUE,FALSE,"auto-generated, agc-500",sqlserver_process_memory_percent,Microsoft.Sql/servers/elasticpools,2,PT5M,PT1M,Maximum,GreaterThan,90.0,StaticThresholdCriterion,,,,,,,
Sql,servers,elasticpools - sqlserver_process_core_percent,"CPU usage as a percentage of the SQL DB process. Applies to elastic pools. (This metric is equivalent to sql_instance_cpu_percent, and will be removed in the future.)",TRUE,FALSE,"auto-generated, agc-472",sqlserver_process_core_percent,Microsoft.Sql/servers/elasticpools,2,PT5M,PT1M,Maximum,GreaterThan,95.0,StaticThresholdCriterion,,,,,,,
Sql,servers,elasticpools - xtp_storage_percent,In-Memory OLTP storage percent. Not applicable to hyperscale,TRUE,FALSE,"auto-generated, agc-331",xtp_storage_percent,Microsoft.Sql/servers/elasticpools,3,PT5M,PT5M,Average,GreaterThan,80.0,StaticThresholdCriterion,,,,,,,
Sql,servers,elasticpools - tempdb_log_used_percent,Space used percentage in tempdb transaction log file,TRUE,FALSE,"auto-generated, agc-295",tempdb_log_used_percent,Microsoft.Sql/servers/elasticpools,3,PT5M,PT5M,Average,GreaterThan,80.0,StaticThresholdCriterion,,,,,,,
Sql,servers,elasticpools - allocated_data_storage,Data space allocated.,TRUE,FALSE,"auto-generated, agc-270",allocated_data_storage,Microsoft.Sql/servers/elasticpools,1,PT5M,PT1M,Average,GreaterThanOrEqual,225000000000.0,StaticThresholdCriterion,,,,,,,
Sql,servers,elasticpools - eDTU_used,eDTU used. Applies to DTU-based elastic pools.,TRUE,FALSE,"auto-generated, agc-256",eDTU_used,Microsoft.Sql/servers/elasticpools,3,PT5M,PT1M,Average,GreaterThan,80.0,StaticThresholdCriterion,,,,,,,
Sql,managedInstances,avg_cpu_percent,Average CPU percentage,TRUE,FALSE,"auto-generated, agc-4441",avg_cpu_percent,Microsoft.Sql/managedInstances,2,PT5M,PT1M,Average,GreaterThan,80.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/azure-sql/managed-instance/monitoring-sql-managed-instance-azure-monitor-reference?view=azuresql
https://learn.microsoft.com/azure/azure-sql/managed-instance/monitoring-with-dmvs?view=azuresql"
Sql,managedInstances,storage_space_used_mb,Storage space used,TRUE,FALSE,"auto-generated, agc-2661",storage_space_used_mb,Microsoft.Sql/managedInstances,3,PT5M,PT1M,Average,GreaterThan,80.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/azure-sql/managed-instance/monitoring-sql-managed-instance-azure-monitor-reference?view=azuresql
https://learn.microsoft.com/azure/azure-sql/managed-instance/monitoring-with-dmvs?view=azuresql"
